40,30
67
10,0
10,1
10,2
10,3
10,4
10,5
10,6
10,7
10,8
10,9
10,10
10,11
10,12
10,13
10,14
10,15
10,16
10,17
10,18
10,19
10,20
10,21
10,22
10,23
10,24
10,25
10,26
10,27
10,28
10,29
29,0
29,1
29,2
29,3
29,4
29,5
29,6
29,7
29,8
29,9
29,10
29,11
29,12
29,13
29,14
29,15
29,16
29,17
29,18
29,19
29,20
29,21
29,22
29,23
29,24
29,25
29,26
29,27
29,28
29,29
5,5
35,10
35,20
20,15
19,15
20,14
19,14
1133
0,944
0,1080
1,145
1,153
1,155
1,180
1,192
1,204
1,207
1,218
1,222
1,241
1,244
1,248
1,250
1,288
1,358
1,375
1,379
1,401
1,425
1,548
1,572
1,577
1,608
1,617
1,646
1,672
1,730
1,739
1,842
1,850
1,865
1,911
1,956
1,959
1,1006
1,1007
1,1031
1,1057
1,1061
1,1090
1,1091
1,1108
2,55
2,61
2,69
2,74
2,81
2,110
2,138
2,143
2,149
2,165
2,254
2,257
2,262
2,309
2,365
2,392
2,462
2,498
2,526
2,528
2,597
2,605
2,725
2,740
2,754
2,766
2,780
2,782
2,787
2,794
2,808
2,827
2,828
2,829
2,830
2,840
2,879
2,881
2,930
2,952
2,957
2,968
2,972
2,988
2,992
2,993
2,1018
2,1064
2,1070
2,1088
3,138
3,446
3,732
4,101
4,105
4,302
4,383
4,536
4,727
4,743
4,819
4,962
6,16
6,42
6,54
6,73
6,91
6,96
6,101
6,118
6,120
6,140
6,151
6,167
6,186
6,230
6,240
6,243
6,258
6,265
6,281
6,309
6,310
6,323
6,350
6,353
6,357
6,376
6,402
6,417
6,418
6,464
6,466
6,477
6,508
6,537
6,542
6,578
6,628
6,710
6,717
6,725
6,810
6,819
6,822
6,829
6,834
6,839
6,843
6,862
6,893
6,900
6,911
6,920
6,942
6,988
6,1014
6,1020
6,1036
6,1039
6,1073
6,1124
6,1131
7,63
7,75
7,81
7,191
7,211
7,212
7,222
7,238
7,249
7,279
7,312
7,367
7,392
7,439
7,494
7,525
7,527
7,548
7,550
7,554
7,573
7,589
7,600
7,616
7,628
7,652
7,677
7,699
7,700
7,715
7,724
7,729
7,738
7,757
7,764
7,767
7,770
7,797
7,813
7,816
7,851
7,869
7,881
7,930
7,1050
7,1067
7,1071
7,1085
7,1104
7,1110
7,1111
7,1113
7,1117
8,72
8,283
8,284
8,351
8,368
8,458
8,553
8,589
8,635
8,699
8,752
8,797
8,809
8,840
8,841
8,974
8,979
8,1048
9,117
9,533
9,602
9,727
9,887
9,971
10,43
10,270
10,340
10,551
10,702
10,712
10,1069
11,31
11,117
11,153
11,158
11,186
11,228
11,250
11,302
11,334
11,336
11,351
11,375
11,396
11,468
11,484
11,521
11,616
11,649
11,659
11,689
11,706
11,708
11,860
11,876
11,895
11,906
11,918
11,930
11,1020
11,1044
11,1057
12,33
12,48
12,49
12,82
12,124
12,145
12,162
12,178
12,186
12,200
12,204
12,211
12,229
12,242
12,253
12,272
12,288
12,362
12,366
12,404
12,407
12,428
12,441
12,454
12,501
12,509
12,554
12,622
12,653
12,688
12,736
12,759
12,787
12,809
12,847
12,849
12,882
12,887
12,894
12,898
12,907
12,917
12,934
12,954
12,964
12,976
12,1010
12,1046
12,1059
12,1128
13,20
13,38
13,57
13,83
13,87
13,96
13,111
13,113
13,179
13,192
13,211
13,224
13,225
13,256
13,307
13,312
13,339
13,372
13,381
13,392
13,412
13,420
13,424
13,431
13,467
13,482
13,531
13,547
13,552
13,602
13,631
13,681
13,684
13,710
13,724
13,819
13,842
13,885
13,886
13,906
13,951
13,969
13,987
13,995
13,998
13,1005
13,1017
13,1022
13,1030
13,1035
13,1073
13,1077
13,1092
13,1114
13,1123
14,17
14,76
14,82
14,84
14,96
14,103
14,121
14,180
14,182
14,190
14,235
14,245
14,250
14,263
14,269
14,292
14,299
14,307
14,312
14,314
14,318
14,345
14,356
14,358
14,370
14,386
14,394
14,417
14,424
14,428
14,470
14,481
14,485
14,492
14,503
14,522
14,523
14,529
14,535
14,542
14,554
14,584
14,599
14,623
14,657
14,666
14,684
14,702
14,706
14,738
14,748
14,792
14,805
14,807
14,816
14,839
14,840
14,842
14,851
14,855
14,867
14,871
14,933
14,969
14,1004
14,1078
14,1090
14,1094
14,1100
14,1103
14,1110
14,1113
14,1116
14,1128
15,63
15,132
15,240
15,259
15,762
15,785
